(4.0,[60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0])
(2.0,[60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,34.22222137451172,34.400001525878906,41.33333206176758,18.5,39.400001525878906])
(2.0,[60.0,60.0,60.0,60.0,60.0,34.22222137451172,34.400001525878906,41.33333206176758,18.5,39.400001525878906,25.0,29.46666717529297,28.14285659790039,32.35714340209961,28.81818199157715])
(2.0,[34.22222137451172,34.400001525878906,41.33333206176758,18.5,39.400001525878906,25.0,29.46666717529297,28.14285659790039,32.35714340209961,28.81818199157715,24.5,53.66666793823242,22.55555534362793,41.14285659790039,28.117647171020508])
(2.0,[25.0,29.46666717529297,28.14285659790039,32.35714340209961,28.81818199157715,24.5,53.66666793823242,22.55555534362793,41.14285659790039,28.117647171020508,24.866666793823242,25.909090042114258,27.55555534362793,25.75,29.200000762939453])
(1.0,[24.5,53.66666793823242,22.55555534362793,41.14285659790039,28.117647171020508,24.866666793823242,25.909090042114258,27.55555534362793,25.75,29.200000762939453,34.28571319580078,24.285715103149414,25.285715103149414,45.57143020629883,21.799999237060547])
(2.0,[24.866666793823242,25.909090042114258,27.55555534362793,25.75,29.200000762939453,34.28571319580078,24.285715103149414,25.285715103149414,45.57143020629883,21.799999237060547,24.25,27.44444465637207,18.83333396911621,20.55555534362793,21.928571701049805])
(1.0,[34.28571319580078,24.285715103149414,25.285715103149414,45.57143020629883,21.799999237060547,24.25,27.44444465637207,18.83333396911621,20.55555534362793,21.928571701049805,36.28571319580078,28.909090042114258,28.91666603088379,22.55555534362793,19.77777862548828])
(3.0,[24.25,27.44444465637207,18.83333396911621,20.55555534362793,21.928571701049805,36.28571319580078,28.909090042114258,28.91666603088379,22.55555534362793,19.77777862548828,32.0,27.272727966308594,13.5,24.69230842590332,24.14285659790039])
(3.0,[36.28571319580078,28.909090042114258,28.91666603088379,22.55555534362793,19.77777862548828,32.0,27.272727966308594,13.5,24.69230842590332,24.14285659790039,17.14285659790039,20.636363983154297,34.71428680419922,34.29999923706055,28.77777862548828])
(3.0,[32.0,27.272727966308594,13.5,24.69230842590332,24.14285659790039,17.14285659790039,20.636363983154297,34.71428680419922,34.29999923706055,28.77777862548828,33.42856979370117,23.44444465637207,33.0,27.133333206176758,32.5])
(3.0,[17.14285659790039,20.636363983154297,34.71428680419922,34.29999923706055,28.77777862548828,33.42856979370117,23.44444465637207,33.0,27.133333206176758,32.5,26.214284896850586,34.400001525878906,33.33333206176758,30.0,30.75])
(3.0,[33.42856979370117,23.44444465637207,33.0,27.133333206176758,32.5,26.214284896850586,34.400001525878906,33.33333206176758,30.0,30.75,26.33333396911621,23.41666603088379,31.75,27.75,23.11111068725586])
